订单号,客户,板件条码,板件备注,项目地址,房间,厚度,材质,高光板,颜色,板件名称,成品长度,成品宽度,数量,纹理,前封边,后封边,左封边,右封边,门板
250704-989,朗力,	7518672915186,,水仙苑72号,1楼厅包柱柜,18,橡胶木,非高光板,TB-9007,1楼厅包柱柜_吊柜A_活动层板01,311,396,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917104,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_左立板01,1080,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917135,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_右立板01,1080,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917166,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_顶板01,1284,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917234,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_踢脚线01_踢脚线隔条01,303,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7518672917241,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_踢脚线01_踢脚线前挡板01,1284,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7518672917258,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_踢脚线01_踢脚线后挡板01,1284,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7518672917210,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_底板01,1284,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917319,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_左立板02,1705,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917395,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_右立板02,1705,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917586,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板03,1284,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917630,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板04,1284,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917777,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_竖隔板02,1669,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917821,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_竖隔板01,984,370,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917944,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_背板04,1669,413,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917968,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_背板03,1669,853,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672917982,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_背板02,984,413,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672918002,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_背板01,984,853,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672918057,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_收口条03_L收口辅板01,1320,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7518672918064,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_收口条03_L收口面板01,1320,40,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7518672918774,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板07,853,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672918798,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板08,413,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672918842,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板09,852,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672918866,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板10,412,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672918910,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板08,852,300,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672918934,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板06,413,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919061,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板05,853,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919115,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板07,412,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919344,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板05,852,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919399,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板01,853,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919443,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板03,852,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919498,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板01,852,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919542,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板06,412,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919597,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_横隔板02,413,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919641,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板04,412,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7518672919696,,水仙苑72号,1楼进门鞋柜,18,橡胶木,非高光板,TB-9007,1楼进门鞋柜_柜A_活动层板02,412,350,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422657864,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_左立板01,835,365,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422657895,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_右立板01,835,365,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422657925,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_顶板01,996,365,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422657994,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_踢脚线01_踢脚线前挡板01,996,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422658007,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_踢脚线01_踢脚线后挡板01,60,996,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422657970,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_底板01,996,365,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422658076,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_中立板01,739,365,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422658199,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_背板01,739,661,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422658212,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_背板02,739,317,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422658915,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_横隔板01,661,347,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422659011,,水仙苑72号,1楼餐边柜,18,橡胶木,非高光板,TB-9007,1楼餐边柜_地柜A_活动层板01,316,345,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661595,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_左立板01,2318,555,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661625,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_右立板01,2318,560,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661656,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_中立板03,2318,560,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661762,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_中立板02,2318,560,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661816,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_中立板01,2318,555,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661908,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_顶板01,908,555,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661922,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_顶板02,917,560,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661977,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_顶板03,445,560,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662042,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_踢脚线01_踢脚线前挡板01,908,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422662059,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_踢脚线01_踢脚线后挡板01,60,908,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422662028,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_底板01,908,555,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662103,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_踢脚线02_踢脚线前挡板01,917,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422662110,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_踢脚线02_踢脚线后挡板01,60,917,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422662080,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_底板02,917,560,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662165,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_踢脚线03_踢脚线前挡板01,445,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422662172,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_踢脚线03_踢脚线后挡板01,60,445,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422662141,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_底板03,445,560,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662240,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_背板01,2222,908,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662264,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_背板02,2222,917,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662288,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_背板03,2222,445,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662318,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_横隔板04,908,537,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662400,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_横隔板05,917,542,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662493,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_横隔板06,445,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662585,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_横隔板01,908,467,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422662677,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_横隔板02,917,472,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7522350700353,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_收口条03_L收口辅板01,944,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7522350700360,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_收口条03_L收口面板01,944,40,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422662950,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_收口条02_L收口辅板01,2358,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422663087,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_收口条01_L收口辅板01,2358,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664176,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉03_抽屉面板01,224,825,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664183,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉03_抽盒前板01,779,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664190,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉03_抽屉右板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664206,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉03_抽屉左板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664213,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉03_抽屉后板01,779,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664152,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉03_抽屉底板01,779,390,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664329,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉01_抽屉面板01,224,825,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664336,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉01_抽盒前板01,779,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664343,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉01_抽屉右板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664350,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉01_抽屉左板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664367,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉01_抽屉后板01,779,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664305,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉01_抽屉底板01,779,390,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664244,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_左避门01_竖隔板01,454,40,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664251,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_左避门01_竖隔板02,454,40,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664268,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_左避门01_右立板01,454,411,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664275,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_右避门01_竖隔板01,454,40,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664282,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_右避门01_竖隔板02,454,40,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664299,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_右避门01_左立板01,454,411,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664473,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉04_抽屉面板01,224,834,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664480,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉04_抽盒前板01,788,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664497,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉04_抽屉右板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664503,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉04_抽屉左板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664510,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉04_抽屉后板01,788,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664459,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉04_抽屉底板01,788,390,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664626,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉02_抽屉面板01,224,834,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664633,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉02_抽盒前板01,788,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664640,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉02_抽屉右板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664657,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉02_抽屉左板01,390,180,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664664,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉02_抽屉后板01,788,152,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422664602,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_抽屉02_抽屉底板01,788,390,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664541,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_左避门02_竖隔板01,454,40,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664558,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_左避门02_竖隔板02,454,40,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664565,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_左避门02_右立板01,454,416,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664572,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_右避门02_竖隔板01,454,40,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422664589,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_右避门02_竖隔板02,454,40,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422664596,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_右避门02_左立板01,454,416,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422665470,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_活动层板03,444,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422665524,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_横隔板03,445,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422665579,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_活动层板02,444,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422665623,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_活动层板01,444,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7522350700339,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_收口条04_L收口辅板01,1416,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7522350700346,,水仙苑72号,2楼北卧床尾柜,18,橡胶木,非高光板,TB-9007,2楼北卧床尾柜_柜A_收口条04_L收口面板01,1416,40,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422666170,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_左立板01,835,545,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422666200,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_右立板01,835,545,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422666439,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_顶板01,906,545,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422666507,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_踢脚线01_踢脚线前挡板01,906,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422666484,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_底板01,906,403,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422666576,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_背板01,546,906,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422666606,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_活动层板01,905,525,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422666712,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_收口条01_L收口辅板01,835,74,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087826763,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_切角板01,906,271,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087826770,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜A_切角板02,906,124,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667085,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_左立板01,835,545,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667092,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_右立板01,835,545,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667108,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_顶板01,906,545,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667115,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_踢脚线01_踢脚线前挡板01,906,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667139,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_底板01,906,403,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667146,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_背板01,546,906,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667610,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉03_抽盒前板01,857,192,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667627,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉03_抽屉右板01,440,220,1,横纹,1,1,1,1,非门板
